batch:5  lamda:100.0
epoch,dis_loss,gan_mae,gan_entropy,test_dis_loss,validation_mae,validation_entropy
43,1.33102,0.0646614,0.736121,0.7203298211097717,0.0602558,0.679218
44,1.32507,0.0643772,0.743456,0.7238572835922241,0.0597648,0.809143
45,1.30666,0.0640092,0.75683,0.7189168930053711,0.0587619,0.772091
46,1.32848,0.0647791,0.754358,0.7112390995025635,0.0597564,0.724704
47,1.26578,0.0637459,0.780645,0.7160009741783142,0.0587394,0.665754
48,1.31393,0.0636439,0.780535,0.6994456052780151,0.0590681,0.731815
49,1.29065,0.0631473,0.761633,0.7331948280334473,0.0577795,0.803138
50,1.31399,0.063366,0.776007,0.6752655506134033,0.0594933,0.725053
51,1.26159,0.0636073,0.747654,0.7286388278007507,0.0582654,0.641082
52,1.34258,0.0635628,0.739443,0.7069905996322632,0.0604585,0.769344
53,1.30787,0.0629979,0.776152,0.7139440178871155,0.0582033,0.692146
54,1.29549,0.0628482,0.74665,0.7043431997299194,0.0591561,0.801577
55,1.33382,0.0629819,0.764908,0.6987859606742859,0.0581039,0.685466
56,1.26336,0.0622603,0.771778,0.7057422399520874,0.0592394,0.77699
57,1.32383,0.0623974,0.766261,0.7033370733261108,0.0585283,0.725294
58,1.30636,0.0622673,0.763171,0.6939241886138916,0.0587884,0.658902
59,1.31075,0.061905,0.765218,0.6936301589012146,0.0586508,0.724782
60,1.29919,0.0617504,0.769943,0.698138415813446,0.057512,0.712852
61,1.296,0.0615716,0.770038,0.704473614692688,0.0566115,0.714901
62,1.33437,0.0617459,0.771989,0.7015296816825867,0.0575333,0.73893
63,1.30717,0.0616453,0.801915,0.7075870037078857,0.0576854,0.767683
64,1.30685,0.0610044,0.806765,0.693544864654541,0.056931,0.790378
65,1.30374,0.0611283,0.795832,0.6959178447723389,0.0581116,0.762398
66,1.275,0.061386,0.74378,0.7060037851333618,0.0573564,0.634491
67,1.30802,0.0608558,0.769312,0.7021163702011108,0.0567794,0.750154
68,1.30923,0.0606899,0.777144,0.7041269540786743,0.0574336,0.761893
69,1.30982,0.0602727,0.793885,0.6905896067619324,0.056882,0.704617
70,1.27507,0.0600595,0.781876,0.6934695243835449,0.0565952,0.675823
71,1.31454,0.0601355,0.78566,0.7066682577133179,0.0577476,0.712505
72,1.29854,0.0598381,0.808724,0.6863564252853394,0.0556811,0.716106
73,1.28006,0.0597596,0.767593,0.7007778882980347,0.0563092,0.722059
74,1.28589,0.0597277,0.764165,0.7015969753265381,0.0552616,0.644505
75,1.29753,0.0593711,0.774508,0.6876838207244873,0.0558881,0.765921
76,1.29784,0.0591856,0.7779,0.6996265053749084,0.0566029,0.782739
77,1.32244,0.0590752,0.795169,0.7098247408866882,0.0561709,0.780147
78,1.30225,0.0587114,0.806777,0.7036162614822388,0.0563083,0.709224
79,1.29511,0.0587826,0.79049,0.6839697360992432,0.0564477,0.774451
80,1.3017,0.0585591,0.786984,0.6819280385971069,0.0548635,0.821441
81,1.29492,0.0585483,0.789431,0.6882109045982361,0.0556782,0.755064
82,1.3221,0.0588664,0.79644,0.6966124176979065,0.0553495,0.801029
83,1.29171,0.0584494,0.800344,0.6835572719573975,0.0551488,0.809039
84,1.30291,0.0584207,0.785375,0.6942729353904724,0.0542767,0.789299
85,1.30968,0.0583832,0.808078,0.6918936967849731,0.0548933,0.697237
86,1.29792,0.0577895,0.802675,0.6998004913330078,0.0551561,0.838537
87,1.30499,0.0576615,0.800649,0.6864330768585205,0.0546925,0.80447
88,1.29385,0.057521,0.797345,0.6850763559341431,0.0543446,0.723487
89,1.30477,0.0573047,0.805835,0.6860077977180481,0.0552674,0.731893
90,1.3084,0.0568231,0.821041,0.7038601636886597,0.055911,0.825946
91,1.2891,0.0569021,0.819183,0.6870043873786926,0.0546265,0.729108
92,1.31061,0.0569289,0.796413,0.7007194757461548,0.0549097,0.648911
93,1.28468,0.056696,0.794786,0.700980007648468,0.055336,0.892523
94,1.30998,0.0567628,0.816799,0.6881930232048035,0.0545942,0.694786
95,1.30638,0.0564786,0.803272,0.698141872882843,0.0543102,0.745326
96,1.28614,0.0562358,0.820486,0.7023064494132996,0.0554133,0.865381
97,1.3057,0.0565874,0.808218,0.6895684003829956,0.0539309,0.732412
98,1.30555,0.0563632,0.816328,0.6797756552696228,0.0530834,0.695163
99,1.31006,0.0561861,0.8107,0.694318950176239,0.0543353,0.681971
100,1.306,0.0557848,0.820608,0.6887103319168091,0.0548563,0.827602
101,1.29021,0.0557657,0.80345,0.6826179623603821,0.0536393,0.79735
102,1.31489,0.055395,0.814016,0.6932361125946045,0.0530391,0.902002
103,1.29508,0.0553268,0.815248,0.6897596120834351,0.05336,0.734274
104,1.32304,0.0551634,0.833581,0.6766952276229858,0.053066,0.713649
105,1.29632,0.0548729,0.812881,0.6865936517715454,0.053425,0.770027
106,1.30265,0.0548552,0.820582,0.6909564733505249,0.053014,0.826306
107,1.30824,0.0550139,0.810997,0.6866478323936462,0.0534862,0.744468
108,1.30191,0.0548913,0.810819,0.6888279914855957,0.0540948,0.760615
109,1.32452,0.0552105,0.820748,0.6893370151519775,0.053109,0.674814
110,1.30151,0.0546558,0.809682,0.6839555501937866,0.0526849,0.695432
111,1.30199,0.0546618,0.809902,0.6788188219070435,0.0516512,0.753406
112,1.29639,0.054231,0.81584,0.6751835346221924,0.0521583,0.725247
113,1.30967,0.0540451,0.805259,0.6947722434997559,0.0522813,0.699866
114,1.30729,0.0539969,0.819578,0.6922599077224731,0.0533935,0.713236
115,1.31471,0.0538499,0.827963,0.691819429397583,0.0522432,0.803895
116,1.30345,0.0538829,0.809228,0.6972772479057312,0.0534575,0.673386
117,1.30954,0.053883,0.808602,0.6836664080619812,0.0525361,0.854168
118,1.31346,0.0535511,0.814905,0.6805018186569214,0.051994,0.71982
119,1.29877,0.0539314,0.799884,0.6758108735084534,0.0522906,0.68816
120,1.3159,0.0534136,0.812647,0.691303014755249,0.0514564,0.779332
121,1.3089,0.053378,0.798023,0.7003071308135986,0.0520023,0.823399
122,1.31549,0.0529089,0.825346,0.6842114925384521,0.0517952,0.750595
123,1.30052,0.0531613,0.816927,0.6856735944747925,0.0525022,0.732324
124,1.31318,0.0533363,0.812386,0.6807495951652527,0.0530627,0.753318
125,1.32547,0.0529292,0.821903,0.6922639608383179,0.0521901,0.74422
126,1.30055,0.0531768,0.812319,0.6877662539482117,0.0530162,0.718817
127,1.33415,0.052653,0.830517,0.6806175708770752,0.0519126,0.760765
128,1.29447,0.0523934,0.814254,0.6939996480941772,0.0516909,0.743985
129,1.31099,0.0528346,0.811006,0.6821956038475037,0.0513669,0.69454
130,1.31742,0.0522868,0.82049,0.6881566047668457,0.0520889,0.769055
131,1.31426,0.0522583,0.820689,0.6788269877433777,0.051585,0.759051
132,1.30723,0.0520526,0.80138,0.6843016743659973,0.0517854,0.766263
133,1.303,0.0523681,0.812592,0.6855193376541138,0.0519989,0.789603
134,1.31986,0.052054,0.817084,0.6740577220916748,0.0514146,0.812288
135,1.30967,0.051891,0.82311,0.6869856715202332,0.0517142,0.806419
136,1.29339,0.0519898,0.813987,0.67144775390625,0.0521906,0.767981
137,1.30033,0.0521523,0.807486,0.6922861933708191,0.0516819,0.720608
138,1.33779,0.0518062,0.816939,0.6776086688041687,0.0517126,0.800993
139,1.30055,0.0516613,0.82655,0.6775774955749512,0.0519081,0.733716
140,1.30049,0.0520524,0.809801,0.683330237865448,0.0520887,0.720245
141,1.31012,0.0518224,0.809525,0.6793308258056641,0.0511118,0.728535
142,1.28707,0.0519034,0.793286,0.6857155561447144,0.0520453,0.756637
143,1.30671,0.0516361,0.807223,0.6703721284866333,0.051736,0.781529
144,1.32271,0.05126,0.806512,0.6778275370597839,0.0512556,0.7514
145,1.29425,0.0515271,0.794246,0.691230297088623,0.0524287,0.779596
146,1.33028,0.0511261,0.81708,0.6820295453071594,0.0504564,0.733209
147,1.29508,0.0510977,0.799102,0.6798021793365479,0.0524252,0.765621
148,1.32203,0.0506517,0.815313,0.6717249155044556,0.0505972,0.742461
149,1.31033,0.0507516,0.810023,0.6849149465560913,0.0509893,0.775766
150,1.31855,0.0507617,0.803167,0.6869582533836365,0.0507396,0.703057
151,1.31339,0.0505547,0.806545,0.6861962080001831,0.0504424,0.732984
152,1.30329,0.0508422,0.797874,0.693740963935852,0.050527,0.797266
153,1.32103,0.050533,0.816267,0.6745785474777222,0.0502099,0.768397
154,1.29371,0.050641,0.800002,0.6813344359397888,0.0505965,0.735171
155,1.30874,0.0506582,0.792349,0.6769428253173828,0.0511258,0.762336
156,1.30778,0.0504342,0.802591,0.6940537095069885,0.051336,0.738835
157,1.31821,0.0502752,0.807364,0.6844789981842041,0.0505652,0.726611
158,1.31552,0.0502662,0.805331,0.6862705945968628,0.0507145,0.767354
159,1.32487,0.0498639,0.826195,0.6781026721000671,0.050338,0.792526
160,1.30888,0.0498838,0.809947,0.6767048239707947,0.0504218,0.750175
161,1.3023,0.0497036,0.811323,0.6784009337425232,0.0503947,0.758835
162,1.29771,0.0500536,0.795263,0.6748993396759033,0.0508647,0.759168
163,1.30655,0.0502627,0.787746,0.6846468448638916,0.0503637,0.74631
164,1.30555,0.0499908,0.792498,0.6722332239151001,0.0511173,0.73044
165,1.33251,0.0496636,0.805717,0.6832118034362793,0.0506013,0.814433
166,1.30731,0.0495595,0.813361,0.6790516972541809,0.0505092,0.771797
167,1.33025,0.0495468,0.808594,0.6839866638183594,0.0503486,0.781497
168,1.31624,0.0492889,0.822981,0.6890741586685181,0.0505651,0.743455
169,1.31191,0.0493849,0.816423,0.6821447610855103,0.0500374,0.776557
170,1.31871,0.0491653,0.811434,0.6891739368438721,0.0507035,0.788333
171,1.3152,0.049149,0.814005,0.672692060470581,0.0494316,0.705553
172,1.30378,0.0491238,0.808475,0.6826109886169434,0.0499924,0.710315
173,1.30761,0.0490061,0.801125,0.6805635094642639,0.049367,0.799878
174,1.30569,0.0489511,0.812639,0.6802446842193604,0.049353,0.824147
175,1.31003,0.0491508,0.814037,0.6859936118125916,0.0505262,0.76604
176,1.30438,0.0490421,0.808738,0.6824918985366821,0.049879,0.762797
177,1.306,0.049158,0.794011,0.6816811561584473,0.0498335,0.716123
178,1.3091,0.0488694,0.796852,0.6800088882446289,0.0494223,0.782106
179,1.29641,0.0488788,0.805699,0.6734737753868103,0.0501264,0.777016
180,1.27345,0.0486583,0.804932,0.6849296689033508,0.050002,0.714456
181,1.30827,0.0488637,0.800721,0.6793017387390137,0.0495716,0.757672
182,1.30606,0.0489292,0.812505,0.6751623153686523,0.0496639,0.729816
183,1.30166,0.0487842,0.797984,0.6880179643630981,0.0495282,0.767029
184,1.29891,0.0485489,0.803169,0.6779054403305054,0.04986,0.812573
185,1.28771,0.0485818,0.797592,0.666531503200531,0.0501013,0.78686
186,1.29892,0.0486067,0.797634,0.679920494556427,0.0495086,0.75271
187,1.30356,0.0487662,0.802248,0.67686927318573,0.0492386,0.795725
188,1.30002,0.0484539,0.814545,0.6874716877937317,0.0497625,0.759514
189,1.30736,0.0480227,0.793074,0.6866255402565002,0.0494752,0.823325
190,1.31127,0.0480692,0.806462,0.6823222041130066,0.0494685,0.761014
191,1.30737,0.0479922,0.812333,0.6789529919624329,0.0495226,0.75935
192,1.29502,0.0482897,0.798117,0.6771327257156372,0.0489891,0.77714
193,1.29692,0.048001,0.797643,0.6827043294906616,0.0501604,0.737511
194,1.30023,0.0477762,0.801623,0.6769336462020874,0.0489292,0.80613
195,1.29198,0.047958,0.803571,0.6832314133644104,0.0491182,0.75352
196,1.31327,0.0478349,0.810755,0.6756231784820557,0.0493982,0.801126
197,1.28715,0.0476957,0.796683,0.6706193685531616,0.0489599,0.809767
198,1.26456,0.0476978,0.799652,0.678216278553009,0.0486319,0.769738
199,1.2959,0.0478815,0.797161,0.6844850182533264,0.0493785,0.724983
200,1.30564,0.0477732,0.801042,0.6811736822128296,0.0494672,0.764756
201,1.31546,0.04752,0.822426,0.6834245324134827,0.0483048,0.790005
202,1.29904,0.0479176,0.809628,0.6886768341064453,0.0491624,0.785141
203,1.29759,0.0476764,0.803354,0.6770736575126648,0.048351,0.845823
204,1.29378,0.0477571,0.798331,0.6789716482162476,0.0488963,0.788455
205,1.30727,0.047431,0.797524,0.6826471090316772,0.0490139,0.755519
206,1.28956,0.0474428,0.806812,0.6781463623046875,0.0490668,0.764778
207,1.30549,0.0473977,0.804166,0.6891555786132812,0.0488797,0.74784
208,1.29946,0.047192,0.802963,0.6842952966690063,0.0489748,0.822973
209,1.2858,0.0474148,0.789491,0.6815352439880371,0.0486439,0.77095
210,1.29672,0.047196,0.811369,0.68669593334198,0.0483762,0.804147
211,1.29798,0.0471993,0.800825,0.683262288570404,0.0492225,0.823537
212,1.29579,0.047104,0.802978,0.6841242909431458,0.0490207,0.78535
213,1.31831,0.0470479,0.798392,0.689955472946167,0.0487473,0.804727
214,1.30738,0.0469577,0.820987,0.6885855197906494,0.0489166,0.748618
215,1.29192,0.0468423,0.811519,0.6851197481155396,0.0488237,0.781324
216,1.29719,0.0469224,0.793609,0.6687798500061035,0.0480174,0.760795
217,1.28242,0.046892,0.801505,0.6880987882614136,0.0482564,0.768383
218,1.29428,0.047066,0.797103,0.695068359375,0.0488128,0.781973
219,1.30049,0.0468044,0.795336,0.6657958030700684,0.0478664,0.864462
220,1.28838,0.0468419,0.811527,0.6730392575263977,0.0483301,0.789842
221,1.29225,0.0467316,0.804546,0.6797486543655396,0.0481203,0.778096
222,1.28398,0.0468289,0.806848,0.688978910446167,0.0486983,0.74045
223,1.29791,0.0467839,0.813377,0.6888372302055359,0.0487914,0.749182
224,1.29584,0.0466484,0.807895,0.684020459651947,0.0487065,0.771834
225,1.29692,0.0465297,0.808669,0.68160080909729,0.0485118,0.775194
226,1.24333,0.0465718,0.79617,0.6726572513580322,0.0497056,0.705991
227,1.2849,0.0471054,0.793206,0.6759419441223145,0.0483717,0.772313
228,1.29603,0.0467316,0.803024,0.692968487739563,0.0497341,0.805203
229,1.2999,0.0464216,0.818484,0.6967786550521851,0.0484163,0.779495
230,1.29525,0.0464686,0.80797,0.6859845519065857,0.0479311,0.741521
231,1.26242,0.0467193,0.788303,0.6794295310974121,0.0491749,0.828586
232,1.28452,0.046916,0.778994,0.6880752444267273,0.0497193,0.794741
233,1.29811,0.0464426,0.805742,0.6839282512664795,0.0481839,0.779374
234,1.2766,0.0464442,0.801682,0.688188910484314,0.0483886,0.78011
235,1.29303,0.0463734,0.80445,0.6838990449905396,0.0478877,0.781734
236,1.28523,0.046264,0.811381,0.683102548122406,0.0480552,0.761408
237,1.29241,0.046328,0.794253,0.6908372640609741,0.0485,0.802864
238,1.29343,0.0465308,0.79006,0.6895245313644409,0.0482607,0.794038
239,1.27688,0.0465454,0.79003,0.6826320290565491,0.0485375,0.782822
240,1.29403,0.0461215,0.808252,0.6910110116004944,0.0481881,0.742648
241,1.29356,0.0460226,0.819268,0.680834174156189,0.0476027,0.738153
242,1.28307,0.0460517,0.80676,0.6819642782211304,0.0478729,0.746099
243,1.28378,0.0461365,0.797119,0.6920828819274902,0.0477765,0.822751
244,1.28753,0.04604,0.795931,0.694355309009552,0.0477398,0.752219
245,1.29043,0.0458889,0.80825,0.6925218105316162,0.048161,0.773933
246,1.28806,0.0458324,0.815776,0.6825870275497437,0.0481482,0.729071
247,1.2833,0.0457453,0.811664,0.6789820194244385,0.0482769,0.801603
248,1.27709,0.0459286,0.816369,0.6902810335159302,0.0482433,0.800747
249,1.28567,0.0457277,0.826305,0.696211576461792,0.047815,0.727628
250,1.28332,0.0456821,0.823029,0.688125491142273,0.0475556,0.776088
251,1.28255,0.0458248,0.802907,0.6833764314651489,0.0476615,0.775414
252,1.26498,0.0459324,0.79437,0.6843929886817932,0.0475321,0.801117
253,1.26659,0.0458372,0.794204,0.6962340474128723,0.048259,0.877622
254,1.28131,0.0457933,0.816067,0.6828261017799377,0.0482079,0.784117
255,1.27651,0.0459333,0.806316,0.6842151880264282,0.0479187,0.769615
256,1.27898,0.0459039,0.810779,0.6824938058853149,0.0475327,0.795572
257,1.27258,0.0456786,0.820232,0.684280276298523,0.0487469,0.781357
258,1.27535,0.0456908,0.81217,0.6841433048248291,0.0478821,0.800533
259,1.26089,0.045677,0.808345,0.6856798529624939,0.0481008,0.754695
260,1.27422,0.0455994,0.808737,0.6862182021141052,0.0481293,0.802965
261,1.2802,0.0456303,0.810942,0.6911416053771973,0.0476764,0.787075
262,1.27652,0.0455781,0.803935,0.700527012348175,0.0479154,0.794106
263,1.28191,0.0454661,0.80272,0.6888307332992554,0.0478242,0.738216
264,1.26871,0.0454628,0.814975,0.6900944709777832,0.0474036,0.763892
265,1.26417,0.0455949,0.813627,0.6906183958053589,0.0479624,0.814958
266,1.28173,0.0454107,0.814139,0.6812946796417236,0.04783,0.794233
267,1.27498,0.0452064,0.823659,0.6902298927307129,0.0479407,0.768884
268,1.26281,0.0452926,0.814789,0.6768521070480347,0.0474076,0.807452
269,1.2692,0.0454674,0.807471,0.6831934452056885,0.0472921,0.814241
270,1.27636,0.0452356,0.815474,0.6956090927124023,0.0477438,0.776157
